Job Title,Company,Loaction,PostDate,CurrentDate,Summary,Salary,Joburl
php developer,Aves Infotech,"Kochi, Kerala",30+ days ago,"June 16, 2021",Excellent logical skills and data analytical skills. Effective time management and coordination skills.,,https://in.indeed.com/rc/clk?jk=38351bea21d7b721&fccid=395da75b07c25648&vjs=3
Development Full Stack Developer,Webdura Technologies,"Kochi, Kerala",30+ days ago,"June 16, 2021","Collaborated with other senior developers. Prepare design documents and implement user requirements, also expected to be. Design, build and maintain efficient, reusable, and reliable code.",,https://in.indeed.com/rc/clk?jk=4686f7a2a9391498&fccid=38c9909c51ebc4aa&vjs=3
BMCAgency - Senior Associate - Power BI Developer,EY,"Kochi, Kerala",26 days ago,"June 16, 2021","Experience with user interface design and prototyping. Translate business needs to technical specifications. Uses standard applications, like Excel and Power BI for providing reports required in team…",,https://in.indeed.com/rc/clk?jk=fe1289e330c29f94&fccid=1544766d4c2915b0&vjs=3
NonFS_Full Stack Developer - Staff_44,Ernst & Young,"Thiruvananthapuram, Kerala",15 days ago,"June 16, 2021","Experience using modern software configuration management tools in an automated build environment such as Git, Azure Dev Ops etc. Experience with developing web-based solutions using HTML 5, CSS/CSS3,…",,https://in.indeed.com/rc/clk?jk=8daf56697c24eca4&fccid=1544766d4c2915b0&vjs=3
Frontend Developer,2basetechnologies,"Kochi, Kerala",30+ days ago,"June 16, 2021",Knowledge in all phases of the software development life cycle & Experience working in an Agile/Scrum development process. Should know how to transform PSD / AI Design files and wire-frames into web…,,https://in.indeed.com/rc/clk?jk=e6863b424d5fc406&fccid=463ea9db97c9f37f&vjs=3
Software Engineer – Android,Fingent,"Kochi, Kerala",29 days ago,"June 16, 2021","Work with developers to design high quality mobile apps. Ability to design applications around natural user interfaces, such as “touch”. Good knowledge of Android UI design principles, patterns, and…",,https://in.indeed.com/rc/clk?jk=ae2ddfda5b693ce3&fccid=b67bb5442ac9dbdc&vjs=3
Android Developer,Spine Codes,"Malappuram, Kerala",30+ days ago,"June 16, 2021","You will able to design, develop, test, maintain, enhance and optimize Mobile applications. Work closely with the design and product teams to implement and polish design mocks on a precise, detailed…",,https://in.indeed.com/rc/clk?jk=145725c89133d305&fccid=910e8662e82acb68&vjs=3
PHP Developer,farmers freshzone,"Kochi, Kerala",25 days ago,"June 16, 2021",Minimum 3 to 5 years of experience in PHP-based development and must have at least 2 years of experience in Laravel applications. Experience in token based REST API applications.,,https://in.indeed.com/company/farmers-freshzone/jobs/PHP-Developer-95d7525cd99f9f58?fccid=42ae7e657f7e40a5&vjs=3
Software Engineer,ClaySys Technologies,"Kochi, Kerala",30+ days ago,"June 16, 2021","The responsibilities of this role are as follows: Design, implement, and manage software programs, Collaborate and communicate with team members to analyze client requirements for software, Be…",,https://in.indeed.com/rc/clk?jk=b9c4ffea6b063630&fccid=c23f4d6ce79f9474&vjs=3
Ui Developer,Suyati,"Kochi, Kerala",26 days ago,"June 16, 2021","Proven work experience as a Front-end developer. Knowledge of JavaScript frameworks, like Angular or ReactJS will be an advantage. Knowledge of SEO principles will be an advantage.",,https://in.indeed.com/rc/clk?jk=7c5f5a34510e34b7&fccid=50f743fbb99e3823&vjs=3
Software Developer – SQL/DB,"Orion Systems Integrators, Inc.","Kochi, Kerala",30+ days ago,"June 16, 2021","3-5 Yrs Front end developer with experience in Azure SQL PaaS, Azure Data Factory, Strong T-SQL. Participates and contributes to technical discussions and decisions in team towards project quality and…",,https://in.indeed.com/rc/clk?jk=c300f60cb7971d5b&fccid=02da5630da40eee9&vjs=3
Software Engineers,Light Logics Holography and Optics,"Thiruvananthapuram, Kerala",30+ days ago,"June 16, 2021",With professional level programming skills in C++/ Java/ VB/ PHP.,,https://in.indeed.com/rc/clk?jk=70ee164b0d9bb18c&fccid=e917efd0292c5a71&vjs=3
Angular Developer,Intellyze,Kerala,7 days ago,"June 16, 2021","Understanding client design requirements and exceeding their expectations using clean, classy and well balanced design interfaces. Coordinate with UI/UX developers to finalize design.",,https://in.indeed.com/rc/clk?jk=dbf36b75d57cf1ab&fccid=a439a80bcb732c78&vjs=3
Developer Python,Agileblaze,"Calicut, Kerala",30+ days ago,"June 16, 2021",Django expertise is an added advantage. You will be actively contributing in the building and maintenance of innovative applications.,,https://in.indeed.com/rc/clk?jk=43078a90368cf8ed&fccid=cd7e203b58803c01&vjs=3
Senior Software Engineers,Santhisoft,Kerala,30+ days ago,"June 16, 2021","NET based, Web and Desktop based applications using ASP. Experience in database design and development in SQL server is needed. Looking for 3+ years experienced programmers to do design and…",,https://in.indeed.com/rc/clk?jk=432c2c1123f9f07f&fccid=aac0c22190042373&vjs=3
Web Developer,Alisons Infomatics (P) Ltd,"Kannur, Kerala",30+ days ago,"June 16, 2021",Preferred Experience 1-10 Years. Knowledge in PHP and MySQL. Experience with PHP frame work (Laravel/CodeIgniter/ WordPress). Familiarity with HTML and CSS.,,https://in.indeed.com/rc/clk?jk=d4dba6521d49bd84&fccid=610a038636331104&vjs=3
Frontend Engineer - Junior,Dexlock,"Ernakulam, Kerala",14 days ago,"June 16, 2021","Design, implement and maintain user interfaces for websites. Good understanding of at least one among ReactJS, AngularJS, VueJS. Proficient understanding of web markup, including HTML5, CSS3.",,https://in.indeed.com/rc/clk?jk=ce220ec4c5f6052c&fccid=d75509cbf2d007f2&vjs=3
Application Developer(Jr. / Sr.),MP Dominic & Co,"Ernakulam, Kerala",30+ days ago,"June 16, 2021","Experience or knowledge in Angular 4 & above. Front-end technologies such as HTML5, CSS3, JavaScript, jQuery, Bootstrap etc. Strong Knowledge of Object-Oriented Programming. Net Web Forms and Asp.",,https://in.indeed.com/rc/clk?jk=0a4e74d7c9a78994&fccid=dc935d3be59ccf9a&vjs=3
Junior C++ Developer,Kefas Softwares Private Ltd,"Ernakulam, Kerala",30+ days ago,"June 16, 2021","Experience in Finance/Trading industry. Must have experience using major open source libraries including STL, different boost libraries, database apis, rapidjson etc. 2.5+ years experience in C++.","₹10,00,000 - ₹25,00,000 a year",https://in.indeed.com/rc/clk?jk=939480f11f4022e3&fccid=7e7c4e6f49c39d81&vjs=3
Software Engineer,Finastra,"Thiruvananthapuram, Kerala",30+ days ago,"June 16, 2021","Reporting to the Senior Manager, the Senior Software Engineer designs, develops, analyzes, and maintains high-quality software product applications. Knowledge of software development methodologies and…",,https://in.indeed.com/rc/clk?jk=2e970c7f2475d7eb&fccid=1f9d0530a51ff611&vjs=3
Platform Developer,QuEST Global Engineering,"Thiruvananthapuram, Kerala",21 days ago,"June 16, 2021","Work within a team of like-minded professionals to plan, deploy, and maintain critical business applications. Influence other teams and broader Engineering groups in adopting best practices.",,https://in.indeed.com/rc/clk?jk=c01bbbc164b52c73&fccid=ad3813e46e9342cd&vjs=3
C# .NET Developer,Agileblaze,"Calicut, Kerala",30+ days ago,"June 16, 2021","Should have experience developing database applications using C#, VB. Would be responsible to analyze, design , develop, implement, customize, re- engineer & trouble shoot client’s applications as &…",,https://in.indeed.com/rc/clk?jk=84cebc8972999c6c&fccid=cd7e203b58803c01&vjs=3
Angular Developer (Senior Software Engineer),Tracy Ann Benson (Proprietor of HR Geek Consulting...,"Ernakulam, Kerala",30+ days ago,"June 16, 2021","Documenting the code inline using JSDoc or other conventions. Write code based on user stories and functional specs. Work on a large scale, a custom-built system using . Net MVC is a plus.","₹4,40,000 - ₹9,90,000 a year",https://in.indeed.com/rc/clk?jk=c5c776d1ed1f82e0&fccid=2ff81e6688d562f6&vjs=3
Jr. Software Engineer Trainee,Poornam Info Vision,"Kochi, Kerala",30+ days ago,"June 16, 2021",Knowledge in Linux / Unix / Windows / Networking preferable.,,https://in.indeed.com/rc/clk?jk=67125dd298a9d66f&fccid=1f4f95db979bfeca&vjs=3
Software Engineer,Guidehouse,"Thiruvananthapuram, Kerala",22 days ago,"June 16, 2021","Updating, repairing, modifying and developing applications as per the business requirement. Provide end to end support for the organization LMS. Develop scripts for self-paced eLearning modules.",,https://in.indeed.com/rc/clk?jk=9e7f658614f78913&fccid=b8fdf400786b78b1&vjs=3
Front End Developer,Mejora Jobs And Education,"Calicut, Kerala",30+ days ago,"June 16, 2021",Job Description : Front End Developer Qualification : Graduation Experience : 1-3 Years Location: Calicut Salary: 10k-18k 1.00-3.00…,"₹10,000 - ₹18,000 a month",https://in.indeed.com/rc/clk?jk=19732799389d4097&fccid=83540646dd994ddf&vjs=3
AI/ML Senior Developer,Ernst & Young,"Thiruvananthapuram, Kerala",30+ days ago,"June 16, 2021",Desired to have experience as leads in designing and developing applications/tools using Microsoft technologies - ASP. Work with business analysts/consultants and other necessary teams to create a…,,https://in.indeed.com/rc/clk?jk=cfc84f2f539ae71e&fccid=1544766d4c2915b0&vjs=3
BMCA — Senior Associate — SP Developer,Ernst & Young,"Kochi, Kerala",4 days ago,"June 16, 2021","The candidate should use advanced knowledge of the firm’s standard applications, especially MS Office applications, team sites, and workflow trackers using SharePoint Modern Pages.",,https://in.indeed.com/rc/clk?jk=f955e4ecc6ca519e&fccid=1544766d4c2915b0&vjs=3
Software Engineers - Experienced,ETNL,"Kochi, Kerala",30+ days ago,"June 16, 2021","NET environment, as well as database experience in Microsoft SQL-Server capable of designing security programs and other applications - well-organized, detail oriented, and willing to work in a fast…",,https://in.indeed.com/rc/clk?jk=38b667728d587739&fccid=4ba64467773dc1b5&vjs=3
SE/ SSE- Dotnet Developer,ThinkPalm Technologies,"Kochi, Kerala",30+ days ago,"June 16, 2021","Experience in design & design development of Web based applications. Exposer to front end development using JavaScript, HTML and CSS. Develop Database design, SQL Queries, Data Layer etc. with MS SQL…",,https://in.indeed.com/rc/clk?jk=2e450ab736f25970&fccid=121dbd0f35f85fab&vjs=3
Software Engineer – Delphi,Lenvica,"Kochi, Kerala",30+ days ago,"June 16, 2021","Must have project experience in developing Desktop Applications. 1-3 years of IT experience. Proficient in Embarcadero Delphi, Strong Object Oriented Programming Concepts.",,https://in.indeed.com/rc/clk?jk=59676a5b23cc043a&fccid=d8426fe2966889ad&vjs=3
Informatica Developer with OBIEE,Techvantage Systems,"Thiruvananthapuram, Kerala",30+ days ago,"June 16, 2021","Implement ETL workflows and transformations for on-prem and cloud applications for business initiatives. Strong analytical, critical thinking, and problem-solving capabilities with the ability to…",,https://in.indeed.com/rc/clk?jk=ccaa8141174fdc5d&fccid=4ae69ecf27c47551&vjs=3
.NET Developer,US Techdata Solutions (P) Ltd,"Kochi, Kerala",30+ days ago,"June 16, 2021","Proficiency in developing applications using . Exposure to design patterns and architecture will be an added advantage. The person should be able to perform various tasks including design, estimation,…",,https://in.indeed.com/rc/clk?jk=5b6fd570f006a707&fccid=68efa883994265f7&vjs=3
WordPress Developer,Brahmaa Infotek,"Ernakulam, Kerala",30+ days ago,"June 16, 2021",We are looking for WordPress Developers with good coding skills and logical ability to develop and enhance websites/web applications. Working knowledge of user interfaces for website and/or web…,,https://in.indeed.com/rc/clk?jk=4f1db2824bcae647&fccid=360b0f045c6371ec&vjs=3
PHP Developer Trainee Level,Virtual Sys Technologies,"Alleppey, Kerala",30+ days ago,"June 16, 2021","Design, code and test new Windows and web software applications. Coordinating with co-developers and other related departments. Reviewing and understanding business requirements working with cross…",,https://in.indeed.com/rc/clk?jk=3063bc850415a42a&fccid=074436f359ea27fd&vjs=3
UI Developer,Experion,"Thiruvananthapuram, Kerala",30+ days ago,"June 16, 2021","As a UI developer, you will be responsible to defining the structure, components, and the presentation layer for web applications in align with the design and user experience defined.",,https://in.indeed.com/rc/clk?jk=fe42c5f42d59735f&fccid=f2809440a4985361&vjs=3
Python Developer,WAHY LAB SOLUTIONS,"Ernakulam, Kerala",30+ days ago,"June 16, 2021",Passion for best design and coding practices and a desire to develop new bold ideas. Develop and deploy new features to facilitate related procedures and tools if necessary.,,https://in.indeed.com/rc/clk?jk=bb9296b3cad8a1c6&fccid=fbea9d9e718baeb5&vjs=3
Dot Net Developer,IPCS Technologies,"Kochi, Kerala",30+ days ago,"June 16, 2021","Net, HTML5, CSS3, Ajax, Jquery, Javascript, SQL, Web Hosting.",,https://in.indeed.com/rc/clk?jk=eb865b1cff99efb3&fccid=5775764343288834&vjs=3
Junior Software Engineer,PiServe Technologies,"Kochi, Kerala",30+ days ago,"June 16, 2021",1-year experienced candidates or Freshers with demonstrable skills can apply. Qualification Degree in computer stream. Should have a basic understanding of any of the following Object-oriented…,,https://in.indeed.com/rc/clk?jk=72c6ca375546d241&fccid=e5c6fe99946f5a3d&vjs=3
.Net Developer,Syosys Technologies,"Cannanore, Kerala",30+ days ago,"June 16, 2021",Need to be an active team player and should posess good analytical and problem solving skills. Experience with Desktop Applications and Background Services will be an advantage.,,https://in.indeed.com/rc/clk?jk=4fa548602fe69e45&fccid=c184c615219031e9&vjs=3
Sr.Python Developer,ThinkPalm Technologies,"Kochi, Kerala",30+ days ago,"June 16, 2021",Good experience in Python Application development. Individual contributor Job Features Job Category…,,https://in.indeed.com/rc/clk?jk=8f14aaa217ad4c06&fccid=121dbd0f35f85fab&vjs=3
Associate Software Engineer,PiServe Technologies,"Kochi, Kerala",30+ days ago,"June 16, 2021","Should be able to adhere to design specifications, useful suggestions on technical design and requirements note (where the functionality had to be rebuilt). Good understanding in OOPs concept.",,https://in.indeed.com/rc/clk?jk=55f0d7d31c4e4adb&fccid=e5c6fe99946f5a3d&vjs=3
Software Engineer (PHP),Concept Solutions,"Thiruvananthapuram, Kerala",30+ days ago,"June 16, 2021","Extensive knowledge in object-oriented analysis, designs concepts and design patterns. Troubleshoot, test and maintain the core product software and databases to ensure strong optimization and…",,https://in.indeed.com/rc/clk?jk=40b99e3f98ae0d63&fccid=dfd8b704e3af91e7&vjs=3
Software Engineer – WordPress,Fingent,"Kochi, Kerala",30+ days ago,"June 16, 2021",Finalize back-end features and testing web applications. Building WordPress CMS websites using the best practice & high rated WordPress plugins. Ability to design mobile responsive & SEO Friendly web…,,https://in.indeed.com/rc/clk?jk=ffba454500719302&fccid=b67bb5442ac9dbdc&vjs=3
